ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
21  ,KILBARRY CRES ,K1K0G9,Ward 13,M-82,56,HOLLAND HOMES & RENOVATIONS INC.,Single,Old Ottawa,Finish the basement in a 2 storey detached dwelling,0.0,32203.71,693.0,2202829,Construction,2022-05-04 10:52:59
6043  ,MEADOWGLEN DR ,K1C5V5,Ward 2,4M-442,60,***CONTRACTOR***,Single,Gloucester,Install an enclosure for an above ground pool (rear yard),0.0,0.0,0.0,2202830,Pool Enclosure,2022-05-04 10:58:47
427  ,LAURIER AVE W,K1A1M3,Ward 14,4M-,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit-up on the 5th & 6th floor of a 14 storey office building,0.0,6048000.0,35221.0,2202832,Construction,2022-05-04 11:01:17
2016  ,CALICO CRES ,K4A4L7,Ward 19,4M-1139,5,TREVI POOLS,Single,Cumberland,Install an enclosure for an inground pool and hot tub (rear yard),0.0,0.0,0.0,2202833,Pool Enclosure,2022-05-04 11:02:46
528  ,"CANNES, CROIS DE  ",K4A5J6,Ward 19,4M-1654,27,CONTRACTOR UNKNOWN,Single,Cumberland,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2202834,Pool Enclosure,2022-05-04 11:06:43
5789  ,FIRST LINE RD ,K0A2E0,Ward 21,4M-,6,CONTRACTOR UNKNOWN,Farm,Rideau,Construct a farm building,0.0,2000000.0,44864.0,2202835,Construction,2022-05-04 11:13:33
1547  ,DELIA CRES ,K4A2Y1,Ward 1,50M-157,6,CONTRACTOR UNKNOWN,Single,Cumberland,Construct a deck (rear yard),0.0,55000.0,700.0,2202836,Construction,2022-05-04 11:17:44
4797  ,MASSEY LANE ,K1J8W8,Ward 11,M-272,5,MAGASIN TREVI,Single,Gloucester,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2202837,Pool Enclosure,2022-05-04 11:21:29
552  ,FOXVIEW PL ,K1K4C4,Ward 13,142,9,CONTRACTOR UNKNOWN,Single,Old Ottawa,Exterior alterations to a 2 storey semi detached dwelling,0.0,15836.95,286.0,2202838,Construction,2022-05-04 11:32:30
578  ,"BAIE-DES-CASTORS, RUE DE  ",K4A0Y7,Ward 19,4M-1539,27,POOLCASSO INC.,Single,Cumberland,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2202839,Pool Enclosure,2022-05-04 11:32:53
50  ,"MALACHIGAN, CROIS DU  ",K4A1G6,Ward 19,,,D&R POOL SERVICE,Single,Cumberland,Install an enclousre for an inground pool (rear yard),0.0,0.0,0.0,2202840,Pool Enclosure,2022-05-04 11:37:04
217 B ,FIDDLER'S GREEN TERR ,K0A1B0,Ward 21,4M1632,27,CONTRACTOR UNKNOWN,Single,Goulbourn,Construct a 1 storey detached dwelling and secondary dwelling unit,2.0,533173.47,5458.0,2202841,Construction,2022-05-04 11:46:15
1036  ,GREEN JACKET CRES ,K4P0G6,Ward 20,4M-1660,28,***CONTRACTOR***,Single,Osgoode,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2202842,Pool Enclosure,2022-05-04 11:46:34
6088  ,VOYAGEUR DR ,K1C2P6,Ward 1,M215,229,CAMPBELL POOLS (YOUVILLE),Single,Gloucester,Install an enclosure for an above ground pool (rear yard),0.0,0.0,0.0,2202843,Pool Enclosure,2022-05-04 11:52:59
92  ,SOUTHPOINTE AVE ,K2J4T5,Ward 3,4M-1022,,"FERENCZY, MONIKA",Single,Nepean,Install an enclosure for a hot tub (rear yard),0.0,0.0,0.0,2202845,Pool Enclosure,2022-05-04 12:23:36
3890  ,INNES RD ,K1W1K9,Ward 19,,1&2,DAB CONSTRUCTION,Retail,Gloucester,Interior alterations to 1st storey of a 1 storey retail  building (Unit H separated into 2 base building units),0.0,285000.0,2806.15,2202846,Construction,2022-05-04 12:33:45
147  ,RACHAEL AVE ,K1H6C5,Ward 18,608,5,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Construct a 1 storey addition and interior alterations to a 2 storey detached dwelling (rear - attached garage, sunroom and mudroom)",0.0,122642.49,2227.0,2202848,Construction,2022-05-04 12:47:40
1608  ,SENIO AVE ,K2C1T8,Ward 16,455,42,CONTRACTOR UNKNOWN,Single,Old Ottawa,Install an enclosure for an in ground pool (rear yard),0.0,0.0,0.0,2202849,Pool Enclosure,2022-05-04 12:48:05
529  ,EDISON AVE ,K2A1V3,Ward 15,204,24,CONTRACTOR UNKNOWN,Single,Old Ottawa,PLUMBING ONLY -  Replace lead pipe water service from meter to curb stop,0.0,0.0,0.0,2202851,Construction,2022-05-04 13:59:31
23  ,MEADOW GLADE GDN ,K2G5J4,Ward 8,4M-517,54,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations to a 2 storey detached dwelling,0.0,5000.0,10.0,2202853,Construction,2022-05-04 14:16:12
20  ,VARLEY DR ,K2K1E8,Ward 4,815,344,***CONTRACTOR***,Single,Kanata,Install an enclosure for an above ground pool (rear yard),0.0,0.0,0.0,2202854,Pool Enclosure,2022-05-04 14:21:18
20  ,MOORCROFT RD ,K2G0M7,Ward 8,537034 E,127,CONTRACTOR UNKNOWN,Single,Nepean,Interior Alterations to a 1 storey semi detached dwelling (Enlarge window opening for patio door),0.0,10000.0,107.64,2202855,Construction,2022-05-04 14:32:45
273  ,KETCHIKAN CRES ,K2T0L8,Ward 4,4M-1685,6,CARDEL HOMES INC. OTTAWA DIVISION,Single,Kanata,Construct a 2 storey detached dwelling,1.0,459797.39,2917.0,2202856,Construction,2022-05-04 14:36:07
282  ,KETCHIKAN CRES ,,Ward 4,4M-,,CONTRACTOR UNKNOWN,Single,Kanata,Construct a 2 storey detached dwelling,1.0,506404.57,3251.0,2202857,Construction,2022-05-04 14:36:05
979  ,RALPH HENNESSY AVE ,K1X0C4,Ward 22,4M-,,***CONTRACTOR***,Rowhouse,Gloucester,Construct a deck for a 2 storey rowhouse (side/rear yard),0.0,9000.0,450.0,2202858,Construction,2022-05-04 14:37:44
240  ,WESTBROOK RD ,K0A1L0,Ward 5,4M-300,,V SANTAGUIDA CONSTRUCTION COMPANY LIMITED,Industrial,West Carleton,Construct a 1 storey storage building with a mezzanine,0.0,368803.71,4411.0,2202859,Construction,2022-05-04 14:42:50
9  ,FAIRBAIRN ST ,K1S1T2,Ward 17,118266,87/88,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1.0,20000.0,-2000.0,2202860,Demolition,2022-05-04 14:51:22
9 A -2,FAIRBAIRN ST ,,Ward 17,118266,87-88,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 3 storey semi-detached dwelling with secondary dwelling units (basement),2.0,901845.72,6196.0,2202861,Construction,2022-05-04 14:51:59
9 A ,FAIRBAIRN ST ,K1S1T2,Ward 17,118266,87-88,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 3 storey semi-detached dwelling with secondary dwelling units (basement),2.0,901845.72,6196.0,2202861,Construction,2022-05-04 14:51:59
9 B -2,FAIRBAIRN ST ,,Ward 17,118266,87-88,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 3 storey semi-detached dwelling with secondary dwelling units (basement),2.0,901845.72,6196.0,2202861,Construction,2022-05-04 14:51:59
9 B ,FAIRBAIRN ST ,K1S1T2,Ward 17,118266,87-88,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 3 storey semi-detached dwelling with secondary dwelling units (basement),2.0,901845.72,6196.0,2202861,Construction,2022-05-04 14:51:59
502  ,ARDARA AVE ,K1W0G8,Ward 2,4M-,3&4,ASHCROFT HOMES -EASTBORO INC.,Single,Gloucester,Construct a 2 storey detached dwelling,1.0,382892.2,2060.0,2202862,Construction,2022-05-04 15:01:06
504  ,ARDARA AVE ,K1W0G8,Ward 2,4M-,3&4,ASHCROFT HOMES -EASTBORO INC.,Single,Gloucester,Construct a 2 storey detached dwelling,1.0,405382.47,2181.0,2202863,Construction,2022-05-04 15:03:01
505  ,ARDARA AVE ,K1W0G8,Ward 2,,3&4,ASHCROFT HOMES -EASTBORO INC.,Single,Gloucester,Construct a 2 storey detached dwelling,1.0,553520.86,2978.0,2202864,Construction,2022-05-04 15:05:24
506  ,ARDARA AVE ,K1W0G8,Ward 2,4M-,3&4,ASHCROFT HOMES -EASTBORO INC.,Single,Gloucester,Construct a 2 storey detached dwelling,1.0,405382.47,2181.0,2202865,Construction,2022-05-04 15:06:59
508  ,ARDARA AVE ,K1W0G8,Ward 2,4M-,3&4,ASHCROFT HOMES -EASTBORO INC.,Single,Gloucester,Construct a 2 storey detached dwelling,1.0,355011.7,1910.0,2202866,Construction,2022-05-04 15:08:28
510  ,ARDARA AVE ,K1W0K7,Ward 2,4M-,3&4,ASHCROFT HOMES -EASTBORO INC.,Single,Gloucester,Construct a 2 storey detached dwelling,1.0,405382.47,2181.0,2202867,Construction,2022-05-04 15:14:11
1  ,FLEET ST ,K1A0A4,Ward 14,4M-,,PCL,Industrial,Old Ottawa,Construct a 4 storey Heating and Cooling Plant,0.0,12728866.97,108748.3,2202868,Construction,2022-05-04 15:16:25
203  ,GOLDENROD DRWY ,K1A0K9,Ward 15,4M-,,CONTRACTOR UNKNOWN,Industrial,Old Ottawa,Construct a 2 storey post disaster facility (Tunney's Pasture CHCP),0.0,9074940.0,81375.0,2202869,Construction,2022-05-04 15:23:04
2182  ,TENTH LINE RD ,K4A5M6,Ward 19,4M-,2,CONTRACTOR UNKNOWN,Apartment,Cumberland,Construct a 5 storey apartment building (55 units),55.0,13981141.4,75220.0,2202870,Construction,2022-05-04 15:40:08
485  ,PRINCESS LOUISE DR ,K4A1Y2,Ward 1,50M-109,41,TREVI POOLS,Single,Cumberland,Install an enclosure for an above ground pool (rear yard),0.0,0.0,0.0,2202871,Pool Enclosure,2022-05-04 16:02:25
150  ,ORCHESTRA WAY ,K4M0L5,Ward 22,,RS1380,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 44-04 Westbrook 2015 C,1.0,457513.0,3078.0,2202872,Construction,2022-05-04 16:12:47
646  ,"GENDARME, CER DU  ",K1W0R5,Ward 2,,TS387,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 44-05 Millwood C 2016 C,1.0,498650.0,2982.0,2202873,Construction,2022-05-04 16:19:09
1980  ,OGILVIE RD ,K1J9L3,Ward 11,4M-648,PT LOT 21,TTF ENGINEERING INC,Commercial,Gloucester,PLUMBING ONLY - Install a premise isolation backflow prevention devive on the domestic water supply,0.0,3000.0,0.0,2202874,Construction,2022-05-04 23:01:40
69  ,SUNNYSIDE AVE ,K1S0P9,Ward 17,296457,214,THE VILLAGE GENERAL CONTRACTING,Single,Old Ottawa,Interior alterations to a 2 storey detached dwelling (Finish the basement),0.0,18169.77,391.0,2202875,Construction,2022-05-04 23:12:11
6533  ,WATERDOWN ST ,K4P0E7,Ward 20,4M-1514,63,KANATA POOLS,Single,Osgoode,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2202876,Pool Enclosure,2022-05-05 08:49:40
38  ,HALLDORSON CRES ,K2K2C6,Ward 4,4M-510,25,KARMANY CONSTRUCTION,Single,Kanata,PLUMBING ONLY: Interior alterations to a 2 storey detached dwelling (Kitchen),0.0,0.0,0.0,2202877,Construction,2022-05-05 08:58:57
1560  ,RANGELAND AVE ,K4P0E1,Ward 20,4M-1548,2,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a 1 storey detached dwelling,1.0,543058.6900000001,3892.06,2202879,Construction,2022-05-05 09:33:23
75  ,BIRCHFIELD AVE ,K2M2N4,Ward 23,4M-,,***CONTRACTOR***,Single,Kanata,Finish the basement in a 2 storey detached dwelling,0.0,55021.87,1184.03,2202880,Construction,2022-05-05 09:34:09
463  ,LONGWORTH AVE ,K1T0T7,Ward 20,4M-1624,22,HN HOMES LIMITED PARTNERSHIP,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Kenson 44-3 Alt 2015,1.0,490121.0,2931.0,2202881,Construction,2022-05-05 09:43:23
80  ,MACFARLANE AVE ,K1Y1M5,Ward 15,222921,143,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to a 2 storey detached dwelling (replace windows and insulate walls of an existing 1 storey sunroom - front yard),0.0,30000.0,90.0,2202882,Construction,2022-05-05 09:48:26
145  ,SALISBURY ST ,K0A1L0,Ward 5,148,33-35,DOYLE HOMES,Semi - Detached,West Carleton,Construct a 2 storey semi-detached dwelling,2.0,633632.12,3796.0,2202883,Construction,2022-05-05 09:53:28
147  ,SALISBURY ST ,K0A1L0,Ward 5,148,33-35,DOYLE HOMES,Semi - Detached,West Carleton,Construct a 2 storey semi-detached dwelling,2.0,633632.12,3796.0,2202883,Construction,2022-05-05 09:53:28
503  ,ARDARA AVE ,K1W0G8,Ward 2,4M-,3&4,ASHCROFT HOMES -EASTBORO INC.,Single,Gloucester,Construct a 2 storey detached dwelling,1.0,235497.29,1267.0,2202884,Construction,2022-05-05 09:57:39
228  ,HILLPARK HIGH ST ,K1W0B5,Ward 2,4M1373,42,CAMPBELL POOLS (YOUVILLE),Single,Gloucester,Install an enclosure for an above ground pool (side yard),0.0,0.0,0.0,2202885,Pool Enclosure,2022-05-05 09:59:48
500  ,ARDARA AVE ,K1W0G8,Ward 2,,3&4,ASHCROFT HOMES,Single,Gloucester,Construct a 2 storey detached dwelling,1.0,553520.86,2978.0,2202886,Construction,2022-05-05 10:00:21
54  ,PARK RD ,K1M0B9,Ward 13,M60,8 & 9,CONTRACTOR UNKNOWN,Single,Rockcliffe Park,Construct an attached garage addition and pergola (rear yard) to a 2 storey detached dwelling,0.0,60000.0,281.26,2202887,Construction,2022-05-05 10:01:22
280  ,ANNAKISHA DR ,K1W0K7,Ward 2,4M-,,ASHCROFT HOMES,Single,Gloucester,Construct a 2 storey detached dwelling,1.0,405382.47,2181.0,2202888,Construction,2022-05-05 10:02:13
282  ,ANNAKISHA DR ,K1W0K7,Ward 2,4M-,,ASHCROFT HOMES,Single,Gloucester,Construct a 2 storey detached dwelling,1.0,305198.54,1642.0,2202889,Construction,2022-05-05 10:03:52
1433  ,WOODROFFE AVE ,K2G1W1,Ward 8,348978,12 & 13,CONTRACTOR UNKNOWN,Retail,Nepean,"Tenant fit-up to a 1 storey retail building (Pharmasave, Unit E)",0.0,60000.0,720.0,2202890,Construction,2022-05-05 10:07:22
567  ,ARDARA AVE ,K4B1H9,Ward 2,4M-,3,ASHCROFT HOMES -EASTBORO INC.,Single,Gloucester,Construct a 2 storey detached dwelling,1.0,405382.47,2181.0,2202891,Construction,2022-05-05 10:07:47
535  ,ARDARA AVE ,K1W0K7,Ward 2,4M-,,ASHCROFT HOMES -EASTBORO INC.,Single,Gloucester,Construct a 2 storey detached dwelling,1.0,553520.86,2978.0,2202892,Construction,2022-05-05 10:10:04
1408  ,WOODROFFE AVE ,K2G6J8,Ward 8,4M-,,CONTRACTOR UNKNOWN,Institutional,Nepean,"Exterior/interior alterations to floors 1, 2, 3 and 4 of a 5 storey instiutional building",0.0,300000.0,462.0,2202893,Construction,2022-05-05 10:11:56
8250  ,LLOYD GRAHAM AVE ,K0A2P0,Ward 20,910,52,HIGH ENERGY GAS & WOOD,Single,Osgoode,Install a woodstove in a 2 storey detached dwelling (basement),0.0,7800.0,0.0,2202894,Construction,2022-05-05 10:21:57
7409  ,CENOTE RD ,K0A2P0,Ward 20,,11,CONTRACTOR UNKNOWN,Industrial,Osgoode,Construct a warehouse addition to 1 storey commercial building.,0.0,695884.8,6240.0,2202895,Construction,2022-05-05 10:29:05
2327  ,"ST-LAURENT, BOUL  ",K1G4J8,Ward 10,,PT LOT 1,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit-up on the 1st floor in a 1 storey office building (Unit 500 - Dementia Society of Ottawa and Renfrew County),0.0,262800.0,4381.0,2202896,Construction,2022-05-05 10:35:37
1016  ,CHANTENAY DR ,K1C2K9,Ward 1,4M-205,253,TZA CONTRACTING,Single,Gloucester,Interior alterations in a 2 storey detached dwelling (remove load-bearing wall in kitchen),0.0,15000.0,154.0,2202897,Construction,2022-05-05 10:47:15
668  ,CLAUDE ST ,K1K2R9,Ward 13,726,9,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish detached garage and attached shed (rear yard),0.0,250.0,-420.0,2202898,Demolition,2022-05-05 10:51:41
3779  ,YORKS CORNERS RD ,K0A2G0,Ward 20,4M-,35,HIGH ENERGY GAS & WOOD,Single,Osgoode,Install a woodstove in a 1 storey detached dwelling (living room),0.0,8800.0,0.0,2202899,Construction,2022-05-05 10:55:48
101  ,SIERRA WOODS DR ,K0A1L0,Ward 5,4M486,1,CONTRACTOR UNKNOWN,Detached Garage/Shed,West Carleton,Construct a detached garage (rear yard),0.0,85309.09,1020.0,2202900,Construction,2022-05-05 10:57:40
9  ,SCOVA CRES ,K2J1K2,Ward 3,M189,49,D&R POOL SERVICE,Single,Nepean,Install an enclosure for an inground pool,0.0,0.0,0.0,2202901,Pool Enclosure,2022-05-05 11:05:13
747  ,SILVER SEVEN RD ,K2V0H2,,4M1012,,CONTRACTOR UNKNOWN,Office,Ottawa,Tenant fit up in 1 storey office building (Unit 30-34),0.0,1500000.0,16675.0,2202902,Construction,2022-05-05 11:08:40
2876  ,MUNSTER RD ,K0A3P0,Ward 21,4M-,10,CONTRACTOR UNKNOWN,Retail,Goulbourn,Interior alterations to 1 storey assembly hall (wedding venue) including new mezzanine,0.0,130000.0,398.0,2202903,Construction,2022-05-05 11:08:48
459  ,LONGWORTH AVE ,K1T0T7,Ward 20,4M-1624,23,HN HOMES LIMITED PARTNERSHIP,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Kenson 44-3 2016 STD,1.0,486777.0,2911.0,2202904,Construction,2022-05-05 11:25:59
3536  ,CROSSWIND CRES ,K0A2W0,Ward 20,4M-1457,53,CONTRACTOR UNKNOWN,Detached Garage/Shed,Osgoode,Construct a shed (rear yard),0.0,5000.0,240.0,2202905,Construction,2022-05-05 11:40:52
160  -1201,GEORGE ST ,K1N9M2,Ward 12,375,,,Apartment,Old Ottawa,Enclosed balcony and interior alterations to a 24 storey apartment building (Unit 1201),0.0,55000.0,1415.0,2202906,Construction,2022-05-05 11:44:08
143  ,COUNTRY MEADOW DR ,K0A1L0,Ward 5,4M-1523,19,CONTRACTOR UNKNOWN,Single,West Carleton,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2202907,Pool Enclosure,2022-05-05 12:04:09
306  ,ROXDALE AVE ,K1E1T8,Ward 1,25,136,CONTRACTOR UNKNOWN,Single,Cumberland,Interior and exterior alterations to a 1 storey detached dwelling (remove non-loadbearing wall and replace 2 windows with larger size),0.0,5000.0,50.0,2202908,Construction,2022-05-05 12:10:34
581  ,DUFF CRES ,K1J7C6,Ward 11,837,958,STAR ENGINEERING CONSTRUCTION LTD.,Single,Gloucester,Interior Alterations to a 2 Storey Detached Dwelling (remove load bearing walls to open up kitchen area),0.0,150000.0,1076.0,2202909,Construction,2022-05-05 12:12:38
1428  ,DEAVY WAY ,K1E2W8,Ward 1,,,CONTRACTOR UNKNOWN,Semi - Detached,Cumberland,Install an enclosure for a hot tub (inside garage),0.0,0.0,0.0,2202910,Pool Enclosure,2022-05-05 12:18:01
2428  ,ROSEWOOD AVE ,K2B7L4,Ward 7,426858,18,CONTRACTOR UNKNOWN,Single,Old Ottawa,Exterior alterations to a 2 storey detached dwelling (Foundation repair),0.0,19000.0,253.92,2202911,Construction,2022-05-05 12:26:43
550  ,MANSFIELD AVE ,K2A2T2,Ward 15,M29,325,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling & detached garage,-1.0,10000.0,-3000.0,2202912,Demolition,2022-05-05 12:26:57
550  ,MANSFIELD AVE ,K2A2T2,Ward 15,M29,325,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey detached dwelling,1.0,879874.41,5636.2,2202913,Construction,2022-05-05 12:32:52
647  ,BARRY HELMAN CRES ,K2J5S4,Ward 3,4M-1513,149,2527783 ONTARIO INC.,Single,Nepean,Interior alterations to the basement of a 2 storey detached dwelling,0.0,30000.0,678.13,2202914,Construction,2022-05-05 12:43:57
51  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 TN,Oak 2020 end TN,Lilac 2020 TN,Pristine 2020 TN",4.0,890296.0,6426.0,2202919,Construction,2022-05-05 13:30:39
53  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 TN,Oak 2020 end TN,Lilac 2020 TN,Pristine 2020 TN",4.0,890296.0,6426.0,2202919,Construction,2022-05-05 13:30:39
55  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 TN,Oak 2020 end TN,Lilac 2020 TN,Pristine 2020 TN",4.0,890296.0,6426.0,2202919,Construction,2022-05-05 13:30:39
57  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 TN,Oak 2020 end TN,Lilac 2020 TN,Pristine 2020 TN",4.0,890296.0,6426.0,2202919,Construction,2022-05-05 13:30:39
3045  ,BASELINE RD ,K2H8P4,Ward 8,,15,"UNKNOWN, UNKNOWN",Institutional,Nepean,"Interior alterations to levels 2,3,4 of an Institutional Building (Queensway Carleton Hospital)",0.0,200000.0,1000.0,2202920,Construction,2022-05-05 13:31:40
59  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Majestic 2020 TN,Majestic 2020 TN,Oak 2020 end TN,Fir 2020 TN,Oak 2020 TN,Lilac 2020 TN",6.0,1318452.0,9718.0,2202921,Construction,2022-05-05 13:36:04
61  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Majestic 2020 TN,Majestic 2020 TN,Oak 2020 end TN,Fir 2020 TN,Oak 2020 TN,Lilac 2020 TN",6.0,1318452.0,9718.0,2202921,Construction,2022-05-05 13:36:04
63  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Majestic 2020 TN,Majestic 2020 TN,Oak 2020 end TN,Fir 2020 TN,Oak 2020 TN,Lilac 2020 TN",6.0,1318452.0,9718.0,2202921,Construction,2022-05-05 13:36:04
65  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Majestic 2020 TN,Majestic 2020 TN,Oak 2020 end TN,Fir 2020 TN,Oak 2020 TN,Lilac 2020 TN",6.0,1318452.0,9718.0,2202921,Construction,2022-05-05 13:36:04
67  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Majestic 2020 TN,Majestic 2020 TN,Oak 2020 end TN,Fir 2020 TN,Oak 2020 TN,Lilac 2020 TN",6.0,1318452.0,9718.0,2202921,Construction,2022-05-05 13:36:04
69  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Majestic 2020 TN,Majestic 2020 TN,Oak 2020 end TN,Fir 2020 TN,Oak 2020 TN,Lilac 2020 TN",6.0,1318452.0,9718.0,2202921,Construction,2022-05-05 13:36:04
71  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 CR,Lilac 2020 CR,Majestic 2020 CR End,Fir 2020 CR,Majestic 2020 CR,Oak 2020 end CR",6.0,1339040.0,9457.0,2202923,Construction,2022-05-05 13:41:28
73  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 CR,Lilac 2020 CR,Majestic 2020 CR End,Fir 2020 CR,Majestic 2020 CR,Oak 2020 end CR",6.0,1339040.0,9457.0,2202923,Construction,2022-05-05 13:41:28
75  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 CR,Lilac 2020 CR,Majestic 2020 CR End,Fir 2020 CR,Majestic 2020 CR,Oak 2020 end CR",6.0,1339040.0,9457.0,2202923,Construction,2022-05-05 13:41:28
77  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 CR,Lilac 2020 CR,Majestic 2020 CR End,Fir 2020 CR,Majestic 2020 CR,Oak 2020 end CR",6.0,1339040.0,9457.0,2202923,Construction,2022-05-05 13:41:28
79  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 CR,Lilac 2020 CR,Majestic 2020 CR End,Fir 2020 CR,Majestic 2020 CR,Oak 2020 end CR",6.0,1339040.0,9457.0,2202923,Construction,2022-05-05 13:41:28
81  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 CR,Lilac 2020 CR,Majestic 2020 CR End,Fir 2020 CR,Majestic 2020 CR,Oak 2020 end CR",6.0,1339040.0,9457.0,2202923,Construction,2022-05-05 13:41:28
83  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 CR,Lilac 2020 CR,Oak 2020 end CR, Pristine 2020 CR,Lilac 2020 CR,Fir 2020 CR",6.0,1322782.0,9332.0,2202924,Construction,2022-05-05 14:04:43
85  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 CR,Lilac 2020 CR,Oak 2020 end CR, Pristine 2020 CR,Lilac 2020 CR,Fir 2020 CR",6.0,1322782.0,9332.0,2202924,Construction,2022-05-05 14:04:43
87  ,KINDRED ROW ,K2S1B9,Ward 6,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,West Carleton,"Construct a 2 Storey Rowhouse with attached garages  Models: Fir 2020 CR,Lilac 2020 CR,Oak 2020 end CR, Pristine 2020 CR,Lilac 2020 CR,Fir 2020 CR",6.0,1322782.0,9332.0,2202924,Construction,2022-05-05 14:04:43
